gender,race_ethnicity,parental_level_of_education,test_preparation_course,math_score,reading_score,writing_score
female,group A,associate's degree,none,91,75,27
male,group A,bachelor's degree,none,44,81,18
female,group D,some high school,completed,30,60,66
male,group B,master's degree,none,55,12,82
female,group A,some college,none,72,96,50
female,group B,some high school,completed,77,16,77
male,group B,high school,completed,88,73,64
female,group D,some college,completed,86,51,22
male,group A,high school,none,17,76,75
male,group D,master's degree,completed,72,46,80
female,group A,high school,none,11,15,69
female,group B,some high school,none,23,82,99
male,group A,master's degree,completed,48,42,54
male,group B,high school,completed,42,96,42
female,group D,associate's degree,none,44,33,100
female,group C,high school,completed,69,50,50
female,group C,some college,completed,100,58,31
female,group C,master's degree,completed,49,36,39
male,group B,high school,none,41,83,28
female,group B,master's degree,completed,34,18,54
female,group D,some college,completed,100,29,98
male,group B,bachelor's degree,completed,86,11,66
male,group B,high school,none,75,47,94
female,group D,some college,completed,44,17,88
female,group C,high school,none,19,85,61
female,group B,associate's degree,none,85,49,91
female,group B,some high school,none,64,50,37
female,group A,some high school,none,36,79,64
male,group D,some college,none,51,82,48
male,group D,associate's degree,completed,24,35,65
female,group D,some college,none,55,67,45
female,group C,high school,none,81,68,72
female,group C,associate's degree,none,36,35,87
male,group A,associate's degree,none,20,35,99
female,group C,associate's degree,none,81,80,14
female,group A,master's degree,completed,81,56,76
male,group A,some high school,completed,18,77,61
male,group A,some high school,completed,60,86,49
female,group C,some high school,none,32,98,90
male,group D,some college,completed,17,92,43
male,group A,some college,completed,45,100,89
female,group B,high school,completed,58,36,19
male,group B,bachelor's degree,completed,26,19,49
female,group C,some high school,none,46,33,81
female,group A,some high school,none,48,72,26
female,group A,bachelor's degree,none,52,25,42
female,group B,master's degree,completed,98,87,34
female,group C,high school,completed,80,88,62
female,group B,some college,completed,37,65,54
female,group A,some high school,none,86,52,18
male,group D,some college,completed,84,89,57
male,group C,bachelor's degree,none,78,87,97
male,group C,associate's degree,none,55,60,45
male,group C,bachelor's degree,completed,68,79,32
male,group D,bachelor's degree,completed,94,47,20
female,group A,some college,none,39,39,76
male,group D,master's degree,completed,28,52,99
female,group C,associate's degree,completed,12,27,20
male,group D,high school,none,11,88,59
female,group A,high school,none,52,50,55
female,group B,associate's degree,completed,25,84,43
male,group B,bachelor's degree,none,78,28,15
male,group B,master's degree,completed,42,69,65
female,group D,some college,none,29,60,81
female,group C,high school,completed,81,68,80
male,group B,high school,none,70,26,14
male,group D,some college,none,57,52,29
male,group A,some high school,none,86,28,85
male,group B,master's degree,none,98,87,66
female,group D,associate's degree,none,54,40,80
male,group C,some college,none,31,21,33
male,group C,bachelor's degree,none,58,15,87
male,group C,high school,none,27,72,100
male,group A,high school,none,65,95,67
male,group C,some college,none,65,100,52
male,group A,bachelor's degree,none,90,98,53
female,group A,some college,none,36,77,69
male,group A,high school,completed,61,63,36
female,group A,some high school,completed,43,26,45
male,group C,bachelor's degree,completed,54,66,31
female,group D,high school,none,99,25,61
female,group C,master's degree,completed,69,37,40
female,group D,associate's degree,none,54,98,49
female,group C,some high school,none,46,44,28
female,group A,associate's degree,none,66,56,32
female,group A,some high school,completed,28,39,17
male,group A,bachelor's degree,completed,67,92,95
male,group A,bachelor's degree,none,34,82,75
male,group B,associate's degree,none,16,40,44
male,group C,bachelor's degree,none,17,21,100
female,group A,high school,completed,29,100,88
male,group D,high school,none,64,17,84
male,group C,high school,completed,59,53,34
male,group A,bachelor's degree,none,66,91,35
female,group A,associate's degree,none,99,69,91
male,group B,high school,none,28,71,45
female,group B,master's degree,none,85,71,31
male,group D,master's degree,none,42,60,88
female,group D,associate's degree,completed,89,14,15
male,group C,master's degree,none,11,61,18
male,group D,high school,completed,84,67,82
male,group C,bachelor's degree,none,61,56,12
female,group B,associate's degree,none,69,66,33
male,group C,some college,completed,62,78,15
female,group D,bachelor's degree,completed,14,77,74
female,group A,some college,completed,19,22,72
female,group C,high school,completed,41,15,22
female,group D,high school,none,95,39,56
male,group A,associate's degree,completed,43,38,74
female,group B,associate's degree,completed,73,28,73
female,group D,associate's degree,completed,100,25,100
male,group A,bachelor's degree,completed,38,18,36
female,group A,master's degree,completed,52,84,35
male,group B,bachelor's degree,completed,13,62,34
male,group D,associate's degree,none,88,59,58
male,group A,bachelor's degree,completed,32,71,69
male,group D,bachelor's degree,completed,83,54,38
male,group D,high school,none,79,20,46
female,group B,high school,completed,20,36,22
male,group C,high school,none,54,10,41
female,group B,master's degree,completed,83,87,96
female,group C,associate's degree,none,31,56,64
male,group A,high school,none,74,81,93
male,group A,some college,completed,13,75,70
female,group A,associate's degree,completed,78,68,22
female,group A,master's degree,completed,60,11,49
male,group A,bachelor's degree,completed,16,19,99
male,group C,high school,none,80,37,16
female,group D,some college,none,87,94,10
male,group C,associate's degree,none,84,13,97
male,group D,some college,none,97,85,16
male,group D,high school,completed,21,24,38
male,group C,high school,none,92,78,54
female,group C,associate's degree,completed,51,94,52
male,group A,some high school,none,77,29,26
female,group C,master's degree,completed,86,24,11
male,group C,high school,none,61,95,72
female,group D,associate's degree,none,53,40,75
male,group C,high school,none,89,20,26
male,group A,master's degree,completed,15,16,17
female,group C,master's degree,none,28,32,92
female,group D,master's degree,completed,18,94,51
female,group D,master's degree,completed,20,47,74
female,group C,high school,none,84,13,25
female,group D,master's degree,completed,10,72,74
female,group C,some high school,completed,96,22,23
male,group C,associate's degree,none,69,87,65
male,group A,bachelor's degree,completed,18,35,91
female,group A,high school,completed,55,44,92
female,group D,some high school,none,14,29,66
female,group C,master's degree,completed,37,78,46
female,group C,high school,completed,93,96,97
female,group A,associate's degree,none,19,99,26
female,group C,associate's degree,completed,88,76,14
male,group A,some high school,none,26,25,16
male,group D,some high school,completed,37,56,70
male,group D,bachelor's degree,completed,54,47,26
male,group D,some college,completed,60,18,65
female,group D,some high school,none,11,12,99
female,group C,some college,completed,18,44,54
female,group C,associate's degree,none,44,18,91
female,group D,some college,none,20,60,21
female,group C,some college,none,82,85,55
male,group C,associate's degree,none,41,48,59
male,group B,some college,none,62,58,76
female,group B,some college,none,73,27,94
female,group A,associate's degree,completed,90,66,38
male,group B,high school,none,33,43,67
female,group D,high school,completed,79,36,63
female,group C,bachelor's degree,none,91,80,41
female,group A,associate's degree,completed,85,47,23
male,group C,some college,completed,45,100,81
male,group D,some high school,completed,48,14,57
male,group D,bachelor's degree,completed,78,63,28
female,group C,some college,completed,31,71,100
female,group D,some college,completed,58,74,84
female,group A,associate's degree,none,98,66,83
male,group B,some college,none,74,12,41
female,group C,high school,completed,19,95,41
female,group D,bachelor's degree,completed,98,67,30
female,group A,some high school,none,48,84,25
male,group D,bachelor's degree,none,66,88,81
female,group B,bachelor's degree,completed,58,46,18
male,group C,some high school,none,74,52,39
female,group A,master's degree,completed,86,68,67
male,group D,some college,none,55,89,93
male,group A,master's degree,completed,52,62,60
male,group D,some high school,completed,45,30,56
male,group C,associate's degree,none,37,91,65
male,group B,high school,completed,79,45,83
male,group A,master's degree,none,71,88,62
male,group D,associate's degree,none,27,89,52
male,group D,high school,completed,89,14,40
female,group B,high school,none,65,96,93
female,group C,bachelor's degree,completed,75,80,78
female,group A,high school,completed,67,97,72
male,group D,high school,none,24,41,64
male,group B,associate's degree,completed,52,80,89
male,group C,some high school,completed,17,21,60
female,group C,master's degree,completed,94,99,35
female,group A,high school,none,26,27,37
male,group D,master's degree,completed,34,44,65
female,group A,high school,completed,92,37,33
female,group C,associate's degree,none,67,52,32
male,group D,some college,completed,71,99,91
male,group A,some high school,completed,80,53,70
female,group B,bachelor's degree,none,70,41,34
female,group D,bachelor's degree,none,24,35,28
male,group B,high school,none,34,52,28
female,group B,associate's degree,completed,67,28,70
female,group A,high school,none,61,95,85
male,group C,some high school,completed,60,96,54
female,group D,bachelor's degree,completed,50,54,23
female,group B,some college,completed,11,100,84
female,group D,high school,completed,68,94,55
female,group C,high school,completed,73,50,74
male,group C,some high school,none,30,97,63
male,group C,associate's degree,completed,28,43,23
female,group B,bachelor's degree,completed,100,40,81
male,group A,high school,none,42,52,70
female,group B,some college,completed,63,67,99
male,group A,some high school,none,33,99,85
male,group A,some high school,completed,56,45,33
male,group D,associate's degree,completed,43,24,47
male,group B,master's degree,completed,28,43,42
female,group B,bachelor's degree,none,96,59,47
male,group D,bachelor's degree,completed,86,92,85
female,group A,some high school,completed,66,53,40
female,group A,master's degree,completed,26,89,62
male,group B,master's degree,none,48,83,43
female,group B,master's degree,completed,100,90,25
female,group C,master's degree,none,38,96,93
male,group A,master's degree,none,16,49,29
female,group C,bachelor's degree,completed,60,62,61
male,group C,some college,completed,76,58,68
male,group A,master's degree,none,13,98,98
female,group D,high school,completed,54,76,91
male,group A,associate's degree,none,30,66,88
male,group A,some college,completed,46,82,24
female,group D,master's degree,completed,39,42,28
male,group A,some high school,none,86,69,18
female,group A,high school,completed,15,14,60
female,group C,bachelor's degree,completed,87,63,86
female,group D,high school,none,18,56,65
male,group A,some college,completed,90,54,39
male,group C,bachelor's degree,none,59,31,75
female,group A,bachelor's degree,completed,99,66,74
male,group A,some high school,completed,63,19,72
male,group C,master's degree,none,33,41,15
male,group B,some high school,none,25,15,57
male,group A,some college,none,91,40,34
male,group B,some high school,none,86,35,63
male,group C,some high school,none,69,21,48
female,group C,high school,none,32,70,36
male,group C,some high school,none,35,32,93
male,group D,some high school,none,95,95,70
female,group C,high school,completed,24,15,83
female,group C,high school,completed,76,56,46
female,group A,some high school,completed,59,61,68
male,group A,associate's degree,none,85,34,91
male,group B,master's degree,none,23,39,75
male,group A,master's degree,completed,97,38,66
male,group B,high school,none,13,96,84
female,group D,bachelor's degree,completed,27,84,64
male,group B,some college,completed,49,23,15
male,group D,some college,none,87,87,64
female,group C,bachelor's degree,completed,39,98,97
male,group B,some college,completed,48,42,71
male,group C,master's degree,none,76,75,39
female,group D,high school,none,14,84,87
female,group B,high school,completed,65,79,12
female,group B,associate's degree,completed,95,10,68
female,group B,bachelor's degree,completed,79,43,23
female,group D,bachelor's degree,completed,70,67,84
male,group A,associate's degree,none,41,55,56
female,group C,associate's degree,completed,57,83,46
female,group B,some college,none,100,92,45
male,group D,some high school,completed,54,13,94
male,group A,some high school,completed,40,45,36
female,group D,some high school,completed,31,59,15
male,group B,bachelor's degree,completed,23,22,58
male,group C,master's degree,none,94,92,61
female,group C,bachelor's degree,none,67,12,64
female,group B,master's degree,none,92,93,47
male,group C,some college,none,15,78,75
male,group B,some high school,none,90,80,59
male,group C,master's degree,none,87,62,20
male,group B,some college,completed,60,55,89
female,group A,bachelor's degree,none,88,100,63
female,group B,bachelor's degree,none,17,18,86
male,group C,some college,completed,20,62,86
male,group A,some college,completed,40,61,41
female,group C,master's degree,completed,62,76,81
male,group C,high school,completed,63,48,99
male,group C,high school,completed,54,14,41
female,group A,associate's degree,none,59,69,11
female,group A,some high school,none,87,75,91
male,group B,associate's degree,none,11,65,18
male,group B,some college,completed,57,99,17
female,group B,master's degree,none,21,70,47
female,group B,some high school,none,11,78,45
male,group D,bachelor's degree,none,80,11,44
female,group A,high school,completed,36,100,52
female,group C,some college,none,11,62,67
female,group A,master's degree,completed,69,54,63
female,group C,high school,completed,27,26,37
male,group C,associate's degree,none,50,49,55
male,group A,high school,none,39,74,82
female,group A,master's degree,none,27,46,46
male,group D,some college,completed,78,49,82
female,group D,associate's degree,none,65,71,43
female,group D,master's degree,none,26,10,49
male,group D,bachelor's degree,completed,79,57,83
female,group C,associate's degree,completed,78,72,30
male,group C,some high school,completed,20,95,79
female,group C,some college,completed,98,72,80
male,group D,associate's degree,none,60,97,10
female,group D,some high school,completed,26,48,18
female,group A,bachelor's degree,none,80,82,57
female,group D,some college,completed,86,89,78
male,group B,some college,none,51,61,72
female,group D,high school,none,53,67,50
male,group D,some college,completed,17,47,74
male,group C,some high school,none,12,79,48
female,group D,bachelor's degree,completed,85,98,64
female,group B,some college,completed,96,86,38
female,group C,bachelor's degree,none,91,43,44
female,group C,associate's degree,completed,56,64,88
female,group B,master's degree,completed,54,91,85
female,group B,master's degree,none,93,44,45
male,group B,master's degree,none,48,17,89
male,group D,master's degree,completed,47,28,82
male,group B,some high school,none,20,79,22
female,group D,bachelor's degree,none,68,48,78
male,group A,master's degree,none,81,37,68
male,group B,master's degree,none,28,43,76
female,group C,some college,completed,21,77,83
female,group B,associate's degree,none,80,19,40
female,group A,some high school,completed,74,35,47
male,group D,bachelor's degree,none,67,79,79
female,group B,high school,none,95,48,81
female,group D,associate's degree,none,51,46,24
female,group D,high school,none,70,17,22
female,group D,some high school,none,46,45,28
female,group B,master's degree,completed,22,100,94
female,group C,some high school,none,79,88,18
female,group C,some high school,none,20,18,31
female,group A,some high school,none,28,70,50
female,group C,high school,completed,97,95,97
female,group A,associate's degree,completed,41,59,57
female,group D,some high school,completed,38,48,61
female,group D,master's degree,completed,80,41,15
male,group D,bachelor's degree,none,45,57,81
female,group A,master's degree,none,18,75,17
male,group A,master's degree,completed,73,71,29
female,group A,some college,completed,64,29,66
female,group A,associate's degree,completed,83,72,27
male,group B,high school,completed,92,54,56
female,group A,some high school,none,57,11,89
male,group B,bachelor's degree,none,24,86,23
male,group A,associate's degree,none,32,27,55
male,group D,master's degree,completed,69,73,59
female,group A,bachelor's degree,none,84,66,34
female,group C,master's degree,none,74,38,52
female,group B,some high school,none,56,89,36
female,group C,bachelor's degree,none,42,43,42
male,group D,some college,none,29,45,42
female,group B,bachelor's degree,none,60,93,36
male,group B,some college,none,18,86,62
female,group A,bachelor's degree,none,74,27,31
female,group C,some high school,completed,90,38,19
male,group A,bachelor's degree,none,50,88,85
male,group A,some high school,none,38,62,23
male,group C,some college,none,45,16,45
male,group A,high school,none,96,92,14
male,group A,some high school,none,97,77,72
female,group A,some college,completed,43,42,17
female,group A,bachelor's degree,completed,74,27,50
female,group B,master's degree,completed,61,62,95
female,group B,some high school,completed,43,37,36
female,group D,master's degree,completed,69,63,93
male,group B,high school,none,65,31,29
male,group B,high school,none,78,96,65
male,group A,some college,none,97,43,89
female,group C,bachelor's degree,none,34,60,80
female,group C,bachelor's degree,none,18,94,11
female,group B,high school,completed,64,46,90
male,group C,high school,completed,74,79,76
male,group C,associate's degree,none,61,96,82
female,group A,high school,completed,62,43,62
female,group C,some college,completed,55,98,32
female,group D,some high school,completed,80,47,34
male,group C,associate's degree,completed,50,50,56
male,group D,some high school,none,12,81,46
male,group D,high school,completed,51,20,90
male,group C,master's degree,completed,33,71,78
male,group A,bachelor's degree,completed,51,40,42
female,group B,master's degree,completed,28,87,32
female,group B,associate's degree,none,65,68,31
female,group D,some high school,completed,22,71,60
male,group D,some college,none,29,72,81
female,group B,associate's degree,none,94,66,33
male,group D,master's degree,completed,30,77,94
female,group B,high school,none,40,18,24
male,group B,some high school,completed,45,46,35
female,group B,bachelor's degree,none,59,18,77
female,group A,master's degree,completed,71,81,81
male,group C,bachelor's degree,completed,68,42,51
female,group C,some college,completed,54,20,92
female,group D,some high school,completed,17,57,16
female,group A,high school,completed,99,57,47
male,group C,high school,none,38,80,40
male,group C,high school,none,77,64,26
female,group B,high school,none,40,28,97
male,group A,associate's degree,none,42,47,55
male,group A,high school,none,86,60,52
male,group D,master's degree,none,14,57,83
female,group D,some college,none,35,69,67
male,group C,bachelor's degree,none,81,47,18
female,group C,associate's degree,completed,34,31,68
male,group B,associate's degree,none,37,53,52
male,group A,master's degree,none,15,81,69
female,group B,some college,none,87,38,74
male,group A,high school,completed,15,44,41
female,group D,some college,completed,22,37,37
male,group A,high school,none,46,86,21
female,group B,bachelor's degree,completed,70,20,59
female,group A,some high school,none,74,35,19
female,group C,associate's degree,completed,81,74,84
male,group B,high school,none,40,35,99
female,group A,high school,none,79,66,98
female,group C,some college,completed,90,86,96
male,group A,associate's degree,completed,15,61,65
female,group C,some college,completed,65,93,53
female,group D,bachelor's degree,none,93,63,49
male,group C,high school,completed,28,11,79
male,group D,associate's degree,none,30,37,45
female,group A,associate's degree,none,90,29,12
male,group C,some college,none,45,51,45
male,group B,bachelor's degree,none,83,60,50
male,group B,some high school,completed,75,33,51
female,group B,bachelor's degree,completed,16,88,25
female,group D,bachelor's degree,none,19,38,85
female,group C,some college,none,32,94,23
male,group A,some college,none,32,99,40
male,group D,master's degree,none,10,68,98
female,group C,bachelor's degree,completed,21,67,62
female,group C,high school,completed,41,59,11
male,group A,some high school,completed,72,65,40
male,group A,associate's degree,completed,51,31,100
female,group D,master's degree,completed,46,46,91
male,group A,high school,completed,54,29,12
male,group B,associate's degree,completed,13,84,83
male,group D,master's degree,none,54,16,27
male,group A,associate's degree,none,67,45,65
male,group C,master's degree,none,21,70,75
male,group C,some college,none,86,75,57
female,group B,associate's degree,completed,91,27,28
male,group B,bachelor's degree,completed,21,10,52
male,group A,high school,completed,16,74,41
male,group B,some college,none,13,64,22
male,group D,high school,none,34,73,52
male,group C,some college,completed,92,90,94
male,group C,high school,completed,93,87,54
male,group B,bachelor's degree,completed,37,46,31
male,group B,some high school,completed,72,45,91
male,group D,associate's degree,completed,52,77,68
male,group B,high school,completed,82,70,58
female,group D,high school,none,49,70,99
male,group D,high school,none,14,42,22
male,group A,associate's degree,completed,44,50,58
female,group D,associate's degree,none,16,83,77
female,group B,master's degree,none,82,21,66
female,group A,some high school,none,33,34,42
female,group B,some high school,completed,56,99,80
female,group B,some high school,none,92,69,29
male,group C,some college,completed,38,19,33
male,group B,bachelor's degree,none,42,65,66
male,group C,bachelor's degree,completed,94,31,75
male,group A,some high school,none,73,70,65
male,group A,high school,none,71,10,64
male,group A,bachelor's degree,none,62,55,48
female,group C,master's degree,none,34,17,21
male,group B,master's degree,none,58,34,79
male,group A,some college,none,37,42,93
male,group D,some high school,completed,67,77,60
female,group B,some high school,completed,61,12,54
male,group C,some high school,none,27,25,22
female,group B,some college,completed,38,61,85
male,group A,high school,none,88,82,26
male,group A,some high school,none,13,98,49
male,group D,bachelor's degree,none,62,67,17
female,group A,some high school,completed,50,93,33
female,group A,bachelor's degree,none,39,48,65
female,group C,bachelor's degree,none,87,94,77
female,group C,bachelor's degree,none,50,72,21
male,group D,master's degree,none,95,25,10
male,group D,associate's degree,none,97,69,39
female,group D,some high school,none,42,55,50
male,group D,bachelor's degree,completed,32,17,69
male,group D,bachelor's degree,none,64,93,98
male,group C,master's degree,none,54,15,26
female,group D,associate's degree,none,23,11,63
female,group B,master's degree,none,24,97,24
female,group B,associate's degree,none,43,93,40
male,group B,high school,none,61,81,71
female,group D,some high school,completed,10,15,25
male,group B,master's degree,completed,14,22,19
male,group C,associate's degree,none,17,29,46
male,group B,some college,completed,39,29,73
female,group D,some high school,none,46,88,20
male,group A,high school,completed,85,54,16
male,group D,master's degree,completed,43,14,40
female,group C,some college,none,56,99,95
female,group A,associate's degree,completed,98,84,11
male,group B,some high school,none,47,15,98
male,group B,associate's degree,completed,37,67,28
female,group A,some high school,completed,14,56,90
male,group A,some college,none,41,33,91
female,group C,master's degree,none,46,29,77
male,group D,high school,none,20,50,71
male,group D,some high school,completed,61,49,29
male,group C,master's degree,none,56,65,100
male,group C,high school,completed,96,92,16
male,group C,some high school,none,76,48,99
male,group B,some college,completed,25,58,86
female,group B,some college,completed,50,40,70
female,group A,high school,completed,28,22,40
female,group B,high school,completed,17,17,74
female,group B,some college,none,91,81,92
female,group C,associate's degree,completed,70,15,17
male,group B,bachelor's degree,completed,34,84,63
male,group B,some college,none,52,39,57
female,group D,some high school,none,13,82,46
male,group A,associate's degree,none,66,34,90
male,group A,master's degree,completed,11,50,21
female,group D,master's degree,none,84,40,16
male,group B,some college,none,42,11,32
male,group A,master's degree,none,96,37,79
male,group D,master's degree,none,100,29,27
male,group D,associate's degree,completed,45,14,21
male,group A,some college,none,96,77,34
male,group D,high school,none,48,38,34
female,group C,master's degree,none,78,23,92
male,group D,high school,completed,84,98,96
female,group D,some high school,none,18,81,74
female,group A,associate's degree,none,28,65,92
female,group A,some high school,completed,19,61,17
male,group B,high school,completed,67,71,36
male,group B,high school,none,26,21,47
female,group D,master's degree,none,48,46,60
male,group D,bachelor's degree,none,57,28,74
male,group B,associate's degree,completed,75,24,63
female,group D,some college,completed,80,49,10
female,group D,some high school,completed,55,75,88
female,group A,some college,none,34,99,65
female,group A,some college,completed,19,71,37
female,group D,high school,none,75,73,15
female,group A,associate's degree,completed,96,17,41
female,group B,some high school,completed,95,85,96
male,group B,master's degree,none,25,36,36
male,group A,associate's degree,completed,46,99,29
female,group A,master's degree,completed,25,15,30
male,group A,bachelor's degree,none,18,46,10
male,group A,some high school,completed,29,45,28
male,group D,some college,none,97,63,65
male,group D,associate's degree,none,73,94,73
male,group B,bachelor's degree,none,96,61,65
female,group A,high school,none,75,70,36
male,group B,associate's degree,completed,34,42,14
female,group A,some college,none,15,81,34
male,group C,high school,completed,37,30,64
male,group B,associate's degree,completed,29,43,42
female,group A,some college,none,99,77,98
male,group B,associate's degree,completed,25,98,70
male,group A,bachelor's degree,completed,26,31,95
male,group C,some college,none,48,36,58
female,group B,associate's degree,none,88,72,18
female,group D,some college,none,48,95,31
female,group B,some college,completed,72,37,34
male,group B,master's degree,completed,16,48,30
male,group C,bachelor's degree,none,23,19,97
female,group B,master's degree,completed,95,61,68
male,group B,bachelor's degree,completed,73,26,94
female,group D,some high school,none,100,56,15
female,group A,master's degree,completed,77,27,88
female,group A,associate's degree,none,79,66,33
female,group D,some high school,none,84,25,76
female,group D,high school,completed,33,54,72
male,group D,master's degree,completed,32,80,86
female,group D,some high school,completed,81,48,38
female,group C,master's degree,completed,73,69,90
female,group A,high school,none,51,44,97
female,group C,master's degree,completed,48,64,36
male,group C,master's degree,none,67,13,51
female,group D,some college,completed,63,50,44
female,group B,some high school,none,80,80,18
female,group D,associate's degree,none,47,83,71
female,group B,associate's degree,completed,42,42,73
female,group D,high school,none,88,99,69
female,group C,master's degree,completed,89,31,92
female,group A,some high school,none,92,25,32
male,group A,master's degree,completed,94,49,61
male,group B,associate's degree,completed,88,36,44
female,group A,bachelor's degree,completed,58,68,47
male,group B,associate's degree,none,65,41,97
male,group A,some high school,none,73,55,39
female,group C,master's degree,completed,79,10,60
female,group B,some college,none,13,94,46
male,group B,associate's degree,completed,45,18,37
female,group A,master's degree,completed,30,37,73
male,group A,high school,completed,87,98,61
male,group D,bachelor's degree,completed,39,34,60
female,group A,high school,none,74,71,58
female,group A,high school,completed,20,38,55
female,group C,some college,none,42,79,10
female,group D,bachelor's degree,none,33,36,19
male,group B,some high school,none,27,64,49
female,group C,master's degree,none,32,98,17
female,group C,associate's degree,completed,17,51,41
female,group A,some college,none,78,70,51
female,group B,high school,completed,49,60,11
male,group B,master's degree,completed,22,15,87
male,group B,some college,completed,42,63,58
male,group D,some college,completed,25,23,24
male,group C,some high school,completed,17,100,29
female,group D,high school,completed,21,24,25
female,group C,some high school,completed,90,47,11
female,group C,bachelor's degree,completed,45,17,38
male,group B,bachelor's degree,none,28,99,49
male,group A,some college,none,38,90,78
female,group B,high school,completed,44,76,45
female,group C,some high school,none,45,61,47
female,group A,bachelor's degree,completed,36,43,15
female,group B,high school,completed,72,69,44
female,group C,some college,none,63,66,79
male,group B,some high school,none,18,52,73
female,group D,master's degree,none,44,29,18
female,group B,some college,none,77,57,36
female,group A,master's degree,completed,21,90,13
male,group A,some college,none,14,28,90
male,group D,high school,none,68,89,35
male,group D,high school,completed,95,60,59
male,group C,bachelor's degree,none,56,100,86
female,group D,associate's degree,completed,80,39,58
female,group B,some high school,none,17,97,20
male,group C,bachelor's degree,none,48,64,51
male,group C,some college,none,91,51,15
male,group B,some college,completed,97,29,84
female,group D,associate's degree,completed,41,68,37
male,group B,master's degree,completed,61,21,71
female,group D,some high school,none,96,38,48
female,group B,high school,none,17,10,27
male,group C,associate's degree,none,45,26,32
female,group D,high school,completed,22,91,75
female,group D,some college,completed,98,67,66
female,group D,master's degree,completed,88,72,30
female,group B,some high school,none,62,99,12
female,group B,high school,completed,52,81,94
male,group B,high school,none,41,64,73
male,group D,high school,none,32,34,92
male,group B,high school,completed,16,76,100
male,group A,some college,none,30,71,49
male,group C,some high school,none,37,54,85
female,group B,master's degree,none,20,28,52
male,group A,master's degree,completed,11,70,14
female,group D,associate's degree,completed,78,34,99
female,group C,master's degree,completed,22,58,47
female,group D,associate's degree,completed,10,99,64
male,group C,high school,completed,59,37,57
female,group B,master's degree,none,90,15,94
female,group B,associate's degree,completed,34,97,66
male,group C,high school,completed,99,37,83
female,group C,associate's degree,completed,62,82,47
female,group D,master's degree,none,29,10,67
male,group C,master's degree,none,63,56,99
male,group A,bachelor's degree,completed,22,60,71
male,group D,bachelor's degree,completed,58,62,16
male,group B,some college,completed,85,56,36
female,group A,high school,completed,87,12,48
female,group B,some high school,completed,89,50,92
female,group C,master's degree,none,39,76,70
female,group A,master's degree,none,27,21,33
female,group D,some high school,completed,19,55,70
male,group C,bachelor's degree,none,72,42,68
female,group A,some college,completed,77,13,24
male,group C,bachelor's degree,none,42,76,18
male,group D,high school,completed,86,47,16
female,group A,master's degree,completed,72,39,71
female,group D,some high school,completed,66,84,39
female,group A,high school,none,99,78,38
male,group C,master's degree,completed,23,69,83
male,group D,master's degree,none,93,51,94
female,group D,bachelor's degree,completed,11,67,26
female,group D,master's degree,completed,57,38,54
male,group B,some college,none,13,65,44
female,group C,bachelor's degree,none,75,26,82
female,group C,some high school,completed,25,48,84
male,group C,high school,none,77,24,75
female,group A,some high school,none,20,41,65
female,group A,high school,none,68,55,96
male,group C,high school,none,15,18,91
female,group B,some high school,completed,63,66,28
female,group A,some high school,completed,36,42,93
female,group C,high school,none,93,74,28
male,group D,bachelor's degree,none,67,53,23
female,group A,associate's degree,completed,84,36,16
male,group D,some high school,completed,42,29,86
male,group A,some college,completed,91,72,86
female,group A,some college,none,96,67,66
male,group C,high school,completed,77,48,12
male,group A,bachelor's degree,none,35,16,24
female,group B,some high school,completed,49,81,38
female,group A,master's degree,completed,54,49,18
male,group C,some college,none,65,61,88
male,group A,master's degree,completed,73,10,75
male,group B,some college,none,97,40,48
male,group D,high school,none,70,80,24
female,group A,some college,completed,71,36,34
male,group A,associate's degree,none,57,71,63
male,group C,associate's degree,completed,71,23,38
female,group D,master's degree,none,52,84,44
male,group A,high school,none,46,55,27
male,group D,some college,completed,34,46,13
male,group B,master's degree,none,27,35,58
male,group D,associate's degree,completed,66,11,94
female,group D,some college,completed,74,100,31
male,group A,associate's degree,completed,74,38,75
female,group C,bachelor's degree,none,17,54,72
male,group B,some high school,completed,25,89,64
female,group C,some college,none,64,19,73
female,group C,master's degree,none,68,99,29
male,group A,high school,completed,95,64,49
male,group B,some college,completed,36,52,30
female,group C,bachelor's degree,completed,49,85,15
male,group D,some college,completed,22,25,14
male,group C,some high school,none,26,58,44
male,group B,master's degree,none,15,29,71
male,group C,master's degree,none,80,36,41
female,group B,some high school,none,56,90,13
female,group D,bachelor's degree,completed,70,36,67
female,group D,some college,completed,35,51,66
male,group D,high school,completed,93,54,26
female,group B,high school,none,62,51,33
female,group C,master's degree,none,96,45,18
female,group B,bachelor's degree,completed,27,67,27
male,group C,bachelor's degree,completed,87,10,14
male,group D,high school,none,54,28,74
male,group B,some college,none,19,28,19
female,group D,master's degree,completed,39,73,39
female,group A,master's degree,completed,57,16,100
male,group C,some college,completed,24,11,14
female,group C,some college,completed,59,80,29
female,group A,master's degree,completed,73,87,37
female,group D,high school,completed,49,14,50
female,group B,some high school,completed,41,13,10
male,group A,master's degree,none,18,14,92
female,group D,master's degree,completed,40,41,77
male,group C,bachelor's degree,completed,19,94,50
male,group B,master's degree,completed,43,40,42
male,group B,bachelor's degree,none,99,24,84
female,group B,associate's degree,completed,61,42,26
female,group B,some college,none,18,91,26
male,group D,master's degree,completed,70,92,89
female,group D,some high school,completed,77,83,18
female,group B,some high school,completed,49,78,52
